epoch,acc,loss,val_acc,val_loss
0,0.6416794478527608,0.6430716746789547,0.6447368421052632,0.6134907477780392
1,0.8358895705521472,0.37884804487594065,0.7516891891891891,0.4924040319951805
2,0.8734662576687117,0.29407422966752317,0.7820945945945946,0.46304255200398936
3,0.9024156441717791,0.23711936564350422,0.8057432432432432,0.43094732994968826
4,0.9125766871165644,0.2217435319365168,0.8175675675675675,0.3985543532951458
5,0.9190950920245399,0.20070251321957155,0.8277027027027027,0.3876810820924269
6,0.9202453987730062,0.19311798341069486,0.8141891891891891,0.39922738498127136
7,0.9302147239263804,0.18179469185372804,0.8209459459459459,0.4038330419240771
8,0.9319401840490797,0.16702872834688315,0.8125,0.404395633754698
9,0.937691717791411,0.16069120298956802,0.8226351351351351,0.3868652296227378
10,0.9386503067484663,0.16058256381128463,0.8226351351351351,0.38762898269940066
11,0.9451687116564417,0.1481796125395715,0.8293918918918919,0.39682636903347196
12,0.9440184049079755,0.14362567897451803,0.8277027027027027,0.39889983047504685
13,0.9453604294478528,0.14105903471540088,0.8547297297297297,0.36136918434420146
14,0.9476610429447853,0.1383896694044394,0.8378378378378378,0.4125834336957416
15,0.9501533742331288,0.13195101733953674,0.8682432432432432,0.3010978662484401
16,0.9516871165644172,0.1273934430231346,0.8631756756756757,0.343823381422742
17,0.9520705521472392,0.12638816744820472,0.8513513513513513,0.39024410580561775
18,0.9499616564417178,0.13002758746269655,0.8344594594594594,0.4063665188748289
19,0.9524539877300614,0.12444883082747642,0.8361486486486487,0.39466413347100887
20,0.9516871165644172,0.12614155100212873,0.8338815789473685,0.4204914838957943
21,0.9520705521472392,0.1259708356089387,0.8327702702702703,0.4126321490652658
22,0.9589723926380368,0.11155332371226849,0.8125,0.45672192751757196
23,0.9557131901840491,0.11842028682400113,0.8631756756756757,0.36308137725132544
24,0.9603144171779141,0.10810259587925636,0.8412162162162162,0.3982389710994588
25,0.9570552147239264,0.11529806859654151,0.8378378378378378,0.3990903800303066
26,0.964148773006135,0.09603157533801224,0.847972972972973,0.4109300549418942
27,0.9603144171779141,0.11204238607336772,0.8716216216216216,0.3651699859246209
28,0.959930981595092,0.1052910439167286,0.8614864864864865,0.3942148294803259
29,0.9620398773006135,0.09997785850456613,0.8462837837837838,0.40717605949455016
