epoch,acc,loss,val_acc,val_loss
0,0.897239263803681,0.24419430757592792,0.3848684210526316,0.8665052966067666
1,0.9455521472392638,0.14167949952687953,0.42736486486486486,0.6989999300724751
2,0.9545628834355828,0.1182805141834028,0.6047297297297297,0.6794689362113541
3,0.95954754601227,0.10597932566688653,0.6047297297297297,0.6851232486802179
4,0.9633819018404908,0.09583807525230698,0.6047297297297297,0.6957168369679838
5,0.9681748466257669,0.08426497556680551,0.6047297297297297,0.6879531547829911
6,0.9683665644171779,0.08031157159926428,0.6047297297297297,0.842010959982872
7,0.9746932515337423,0.07174306781676833,0.6047297297297297,0.7126077405504279
8,0.9725843558282209,0.0725960030157599,0.6047297297297297,0.6727917476280315
9,0.9769938650306749,0.06522077160024661,0.6047297297297297,0.7089213350334683
10,0.9737346625766872,0.06895793641008939,0.6047297297297297,0.7138997702985197
11,0.9787193251533742,0.05983857722078776,0.6047297297297297,0.7163849835460251
12,0.9787193251533742,0.05787685986585412,0.6216216216216216,0.7457234484923853
13,0.97795245398773,0.05716285108805754,0.6587837837837838,0.759577027849249
14,0.9810199386503068,0.0527950074592251,0.6587837837837838,0.6922726333141327
15,0.9810199386503068,0.05122192472539431,0.6587837837837838,0.6801320008329443
16,0.9819785276073619,0.053157625992730995,0.6587837837837838,0.6465439554807302
17,0.9814033742331288,0.05117675951507765,0.6587837837837838,1.0128664347166951
18,0.9838957055214724,0.04487265537255815,0.6587837837837838,0.7203092808659012
19,0.9825536809815951,0.05091374276557286,0.6587837837837838,0.6699301318542378
