epoch,acc,loss,val_acc,val_loss
0,0.7429064417177914,0.5698552550348036,0.6151315789473685,0.697248891780251
1,0.7870015337423313,0.4675242740866597,0.7888513513513513,0.460698869582769
2,0.8447085889570553,0.3417497844052461,0.7736486486486487,0.5514166479980623
3,0.8610046012269938,0.3054413751133381,0.831081081081081,0.3963956929541923
4,0.8700153374233128,0.28998602286803943,0.8412162162162162,0.3863570247147534
5,0.8677147239263804,0.2910303588659485,0.793918918918919,0.4289586572228251
6,0.8682898773006135,0.2910936609641906,0.7787162162162162,0.4597066963041151
7,0.8776840490797546,0.27195701112776444,0.8412162162162162,0.4282975152537629
8,0.8849693251533742,0.26011699899756835,0.875,0.3460043733184402
9,0.8905291411042945,0.250114780513604,0.8547297297297297,0.37471227931815226
10,0.8888036809815951,0.250141356894575,0.8209459459459459,0.35035603835776047
11,0.8980061349693251,0.22842062502368096,0.8581081081081081,0.32010953168611267
12,0.9045245398773006,0.22429554635213197,0.8344594594594594,0.350532787071692
13,0.9114263803680982,0.2137102412939803,0.839527027027027,0.3209805057660953
14,0.9116180981595092,0.2141615454953141,0.8547297297297297,0.41854070137078697
15,0.9175613496932515,0.20293456485117872,0.9155405405405406,0.2290804945939296
16,0.9125766871165644,0.2149066141366593,0.8614864864864865,0.2969982068280916
17,0.9164110429447853,0.20690082955214142,0.8260135135135135,0.41740846261382103
18,0.9242714723926381,0.19057490550941486,0.8817567567567568,0.3259844357097471
19,0.9227377300613497,0.19235887945246843,0.8851351351351351,0.30524413690373703
20,0.9290644171779141,0.17855796822421025,0.868421052631579,0.3524975527666117
21,0.9275306748466258,0.1832615084077683,0.8361486486486487,0.3528308036762315
22,0.9254217791411042,0.17934175050514609,0.8868243243243243,0.287381905558947
23,0.9317484662576687,0.18058840589929212,0.8277027027027027,0.4004447872976999
24,0.9298312883435583,0.17671926020204656,0.9003378378378378,0.26651604715231303
25,0.9275306748466258,0.1764262525216202,0.8952702702702703,0.27352072258253357
26,0.932898773006135,0.1656522458087813,0.8969594594594594,0.28967082077586975
27,0.9288726993865031,0.17803522866744936,0.8581081081081081,0.3885768490868646
28,0.9359662576687117,0.16224315018604504,0.768581081081081,0.5334911738597864
29,0.9296395705521472,0.1763349568779849,0.8699324324324325,0.35411117930670044
30,0.9351993865030674,0.16047626440099047,0.8631756756756757,0.34159826955481154
31,0.9382668711656442,0.15695152040913793,0.893581081081081,0.3105091998303259
32,0.942101226993865,0.15550753502803713,0.9003378378378378,0.271771508898284
33,0.937691717791411,0.15874826754986143,0.8445945945945946,0.4082062073756714
34,0.9403757668711656,0.15154861546824314,0.8952702702702703,0.29457680558836136
35,0.942101226993865,0.14876584293880712,0.9172297297297297,0.21647682061066498
36,0.94670245398773,0.14364660476431526,0.902027027027027,0.25508137429888184
37,0.9440184049079755,0.14724089921754926,0.8952702702702703,0.2994720245132575
38,0.9461273006134969,0.14162323601041105,0.9037162162162162,0.27422535822198196
39,0.9484279141104295,0.1424066848207288,0.9070945945945946,0.26768249897538005
40,0.946510736196319,0.14543759140066026,0.8009868421052632,0.4685854674562028
41,0.9444018404907976,0.1406903359924723,0.8969594594594594,0.3063175666171151
42,0.9430598159509203,0.14822816588213109,0.8918918918918919,0.3130969580363583
43,0.9497699386503068,0.13627881117942142,0.8766891891891891,0.32787208118148753
44,0.946319018404908,0.14061136703732555,0.893581081081081,0.2672950103878975
45,0.9505368098159509,0.12873456080906961,0.8699324324324325,0.3449168239493628
46,0.9532208588957055,0.13120034444460107,0.893581081081081,0.2752267826046493
47,0.9470858895705522,0.13728413218918023,0.9121621621621622,0.25259958711024877
48,0.9514953987730062,0.13149927190842073,0.9037162162162162,0.28834907106451085
49,0.9491947852760736,0.1336934393946013,0.8783783783783784,0.32145788188318947
